p.case_id,c.name,c.dimension
56,experiences or expresses distress related to religion,religion
302,resists or confronts class discrimination,class
302,practices resilience,class
302,uses self-confidence,age
302,uses self-confidence,class
302,code-switches,class
302,seeks in-group experiences and relationships,class
302,uses open communication,age
302,resists pressures,class
302,finds power within,class
302,centers skills and knowledge rather than age,age
302,seeks support,age
302,centers skills and knowledge rather than class,class
234,reports discrimination,disability
234,works longer hours off the clock to review new tasks,neurodiversity
234,sets boundaries,race-ethnicity
234,masks,neurodiversity
234,indifferent feelings,pronoun_feelings
234,avoids discussing religion or religious topics,religion
234,works harder or overcompensates,neurodiversity
234,experiences/observes class discrimination in social settings,class
234,experiences/observes ableism,disability
234,hides whole self,age
234,hides whole self,neurodiversity
234,avoids frictions,neurodiversity
234,experiences/observes lgbtqia+ discrimination,lgbtqia
234,respects people,lgbtqia
234,self-reflects,class
234,uses privacy at times (hides details or protects self),age
234,avoids frictions,race-ethnicity
234,deals with mean jokes or slurs,disability
234,avoids harmful situations,race-ethnicity
234,downplays life experience,age
234,uses privacy (hides details or protects self),neurodiversity
234,sets boundaries,class
234,uses privacy at times (hides details to protect self),religion
234,experienced disability discrimination and settled out of court,disability
234,old friends (people known from before the TBI),identity_affinities
234,experiences pronoun use as something that doesn't matter one way or the other,pronouns
234,experiences or expresses distress related to religion,religion
234,hides age or birthday,age
234,avoids harmful situations,class
234,observes lgbtqia+ co-worker bullied into quitting,lgbtqia
343,observes class discrimination,class
343,experiences multiracial or multi-ethnicity complexity,race-ethnicity
343,fears for safety,religion
343,experiences or observes religious tensions,religion
343,navigates assumptions about hijab as a hispanic muslim,race-ethnicity
343,experiences/observes no ableism,disability
343,experiences or observes islamophobia,religion
343,hides whole self,religion
343,manages difficult situations,religion
343,experiences/observes no ageism,age
343,fears,religion
343,experiences or expresses distress related to religion,religion
38,"thought \""i'm getting used to it\""",pronoun_feelings
38,uses privacy (hides details or protects self),gender
38,uses self-confidence,class
38,feels pride,race-ethnicity
38,uses self-confidence,race-ethnicity
38,experiences/observes no religious discrimination,religion
38,experiences/observes no ableism,disability
38,experiences/observes no neurodiversity discrimination,neurodiversity
38,resists pressures,class
38,learns and empowers self,race-ethnicity
38,isolates or withdraws,gender
38,experiences/observes gender discrimination,gender
38,confronts problems,gender
38,pushes back,gender
38,ignores people,gender
38,uses open communication,gender
38,practices authenticity,class
38,ambivalent feelings,pronoun_feelings
38,everyone should be able to express their identity,identity_reflection
38,feels pride,class
38,experiences pronouns use as normal,pronouns
38,no longer assimilates,race-ethnicity
38,identifies as feminist,gender
38,calls out sexism,gender
38,"withdraws when \""i don't have the energy\""",gender
365,pronouns feel forced at times and should be optional,pronoun_feelings
365,"music, art",identity_affinities
365,ignores class discrimination,class
365,does not share own pronouns typically,pronouns
365,uses self-confidence,age
365,uses therapy,neurodiversity
365,learns technologies,age
365,experiences/observes no ableism,disability
365,learns and empowers self,age
365,ignores people,race-ethnicity
365,ignores people,gender
365,ambivalent feelings,pronoun_feelings
365,ignores race/ethnicity discrimination,race-ethnicity
365,ignores comments,race-ethnicity
365,sets boundaries,class
365,ignores comments,religion
365,ignores sexist comments,gender
365,"\""personal experiences and hard ships\""",identity_reflection
365,asks for help,neurodiversity
192,professionalizes,age
192,learns and empowers self,disability
192,deals with age discrimination on public transportation,age
192,"thought \""uncomfortable because i don't have a preference and declaring one feels self-limiting\""",pronoun_feelings
192,pronouns feel complicated,pronoun_feelings
192,hides race or ethnicity,race-ethnicity
192,hides home life,class
192,hides lgbtqia+ identity as needed,lgbtqia
192,uses indicators or signifiers,age
192,avoids elaborating on gender,gender
192,prefers latine over latinx,gender
192,steps in to situations with respect and patience,neurodiversity
192,associates the practice of pronouns with school and email,pronouns
192,controls impressions using clothing or makeup,age
192,changes language or avoids slang,age
192,uses self-confidence,age
192,does not ask for help,disability
192,manages difficult situations,age
192,hides whole self,class
192,hides whole self,race-ethnicity
192,educates people,religion
192,helps people,religion
192,confronts problems,disability
192,hides whole self,neurodiversity
192,avoids frictions,neurodiversity
192,hides whole self,gender
192,experiences/observes gender discrimination,gender
192,manages difficult situations,lgbtqia
192,hides whole self,lgbtqia
192,uses privacy at times (hides details to protect self),lgbtqia
192,avoids friction,lgbtqia
192,makes fun or jokes around,race-ethnicity
192,uses privacy (hides details to protect self),class
192,connects with peers,neurodiversity
192,uses open communication,neurodiversity
192,seeks support,neurodiversity
192,ambivalent feelings,pronoun_feelings
192,connects with family,neurodiversity
192,out with partners or friends,lgbtqia
192,adapts attitudes or behaviors to situation,lgbtqia
192,avoids frictions,gender
192,uses self-confidence,disability
192,uses privacy (hides details or protects self),neurodiversity
192,considers pronoun use through lens of self and others,pronouns
192,experiences linguistic gatekeeping or heritage language discrimination (cuban does not speak spanish),race-ethnicity
192,uses self-deprecating humor,race-ethnicity
192,confronts ableism and bullying,disability
192,mediates to help supply context and avoid miscommunication and assumptions,religion
192,avoids overstimulation,neurodiversity
192,reduces sensory,neurodiversity
192,uses music,neurodiversity
192,wears noise dampeners,neurodiversity
192,avoids situations where  perceived gender creates risk,gender
192,avoids talking sex or romance,lgbtqia
192,shares own pronouns with friends and colleagues but not strangers,pronouns
192,"lectures, nature, dungeons and dragons, libraries, Renaissance fairs, sadness (because it makes me feel closer to what makes me human)",identity_affinities
192,"\""Declaring identities helps us find community and support, but it also makes it easy to exclude others when their definitions don't align with ours.\""",identity_reflection
192,intentionally signals disability with an assistive device,disability
192,"lowers \""expectations of my academic ability so i can rely on a buffer when my symptoms are acting up\""",disability
192,deals with intersectionality (gender and race/ethnicity),gender
192,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
192,signals disability with cane,age
192,isolates or withdraws,neurodiversity
192,exercises impression management,age
401,professionalizes,age
401,builds support networks,class
401,uses self-confidence,class
401,connects with peers,class
401,experiences/observes age discrimination at work,age
401,manages difficult situations,age
401,learns and empowers self,class
401,controls emotions,age
401,obtains education,class
401,centers skills and knowledge rather than class,class
348,connects with peers,age
348,experiences/observes no classism,class
348,experiences/observes no religious discrimination,religion
348,asks for help,age
183,uses open communication,class
183,practices hospitality,class
39,uses privacy (hides details or protects self),race-ethnicity
39,age,identity_reflection
39,avoids discussing religion or religious topics,religion
39,pronouns feel fine,pronoun_feelings
39,hides whole self,class
39,avoids frictions,religion
39,uses privacy (hides details to protect self),class
39,ignores gender issues,gender
410,uses privacy (hides details or protects self),race-ethnicity
410,avoids discussing religion or religious topics,religion
410,hides whole self,class
410,avoids frictions,class
410,uses privacy (hides details to protect self),class
410,observes racism,race-ethnicity
410,as a christian observes religious generational divide,religion
70,believes pronouns can be assumed based on appearance,pronouns
70,uses privacy (hides details or protects self),gender
70,lives a private life,class
70,"thought \""a bit weird but getting a hang of it\""",pronoun_feelings
70,"When trying to understand other people's identity, it's important that we don't go too deep in redefining new identities to a point of regression.",identity_reflection
70,uses self-confidence,race-ethnicity
70,experiences/observes no ableism,disability
70,experiences/observes no neurodiversity discrimination,neurodiversity
70,resists pressures,race-ethnicity
70,confronts problems,race-ethnicity
70,educates people,religion
70,confronts problems,gender
70,manages difficult situations,gender
70,ignores people,gender
70,makes fun or jokes around,race-ethnicity
70,makes light of race/ethnicity discrimination experiences,race-ethnicity
70,uses privacy (hides details to protect self),class
70,ambivalent feelings,pronoun_feelings
70,considers pronoun use through lens of self and others,pronouns
70,educates and helps others understand and prevent discrimination,religion
70,experiences pronoun use as weird and something to get used to,pronouns
70,confronts misogynists,gender
70,removes self from misandrist situations,gender
70,resists or confronts race/ethnicity discrimination,race-ethnicity
110,sets boundaries,race-ethnicity
110,code-switches,class
110,uses self-confidence,race-ethnicity
110,experiences/observes no ableism,disability
110,assimilates into dominant culture,class
110,resists pressures,race-ethnicity
110,ignores people,race-ethnicity
110,experiences/observes gender discrimination,gender
110,learns and empowers self,gender
110,connects with peers,neurodiversity
110,seeks support,neurodiversity
110,connects with family,neurodiversity
110,masks,class
110,"\""Everyone has there own identity. Everyone expresses it on their own with the people they feel most safe. \""",identity_reflection
110,uses privacy at times (hides details to protect self),religion
110,feels accomplished by achieving college degree in male-dominated field,gender
110,talks to family and friends for help,neurodiversity
110,controls impressions using clothing or makeup,class
110,asks for help,neurodiversity
110,brushes it off,race-ethnicity
124,uses privacy at times (hides details to protect self),disability
124,hides medication,disability
124,masks,neurodiversity
124,indifferent feelings,pronoun_feelings
124,performs as more affluent,class
124,code-switches,class
124,feels pride,race-ethnicity
124,uses self-confidence,race-ethnicity
124,assimilates into dominant culture,class
124,hides whole self,religion
124,hides whole self,disability
124,hides whole self,neurodiversity
124,avoids frictions,neurodiversity
124,avoids situations,disability
124,isolates or withdraws,disability
124,uses privacy (hides details or protects self),neurodiversity
124,uses privacy at times (hides details to protect self),religion
124,experiences pronoun use as ordinary and uneventful,pronouns
124,"\""I'm surprised there were not questions related to sexuality. Other than that, I think my interests, likes and dislikes embody who I am.\""",identity_reflection
124,misses out on sports because of performance standards,disability
124,amplifies identity or culture or heritage,race-ethnicity
124,considers pronoun use through lens of self,pronouns
388,uses privacy at times (hides details to protect self),disability
388,hides disability/struggles,disability
388,hides medication,disability
388,indifferent feelings,pronoun_feelings
388,code-switches,class
388,experiences/observes no neurodiversity discrimination,neurodiversity
388,assimilates into dominant culture,class
388,hides whole self,class
388,hides whole self,religion
388,hides whole self,disability
388,experiences/observes gender discrimination,gender
388,experiences/observes no lgbtqia+ discrimination,lgbtqia
388,experiences/observes no ageism,age
388,uses privacy (hides details to protect self),class
388,considers pronoun use through lens of self and others,pronouns
388,witnesses racism,race-ethnicity
388,uses privacy at times (hides details to protect self),religion
388,my community,identity_affinities
388,pronouns feel clarifying helpful useful,pronoun_feelings
388,does not cope,gender
388,experiences pronoun use as not a problem,pronouns
388,experiences or expresses distress related to religion,religion
396,uses privacy at times (hides details to protect self),disability
396,speaks up,gender
396,hides medication,disability
396,masks,neurodiversity
396,indifferent feelings,pronoun_feelings
396,pronouns feel normal or normalizing,pronoun_feelings
396,changes voice or tone or manner of speaking,race-ethnicity
396,controls impressions using clothing or makeup,race-ethnicity
396,withdraws sometimes,neurodiversity
396,hides medication,neurodiversity
396,code-switches,race-ethnicity
396,code-switches,class
396,manages difficult situations,age
396,helps people,age
396,assimilates into dominant culture,class
396,hides whole self,class
396,assimilates into dominant culture,race-ethnicity
396,hides whole self,religion
396,hides whole self,disability
396,hides whole self,neurodiversity
396,educates people,neurodiversity
396,respects people,lgbtqia
396,uses privacy (hides details to protect self),class
396,deals with stigma,neurodiversity
396,hides language,race-ethnicity
396,avoids situations,disability
396,isolates or withdraws,disability
396,uses privacy (hides details or protects self),neurodiversity
396,uses privacy at times (hides details to protect self),religion
396,advocates for others,gender
396,advocates for lgbtqia+ people,lgbtqia
396,"Latino community, Student community, Minority/POC community",identity_affinities
396,"\""I think identity plays a big role in power dynamics which are a very complex... Personally, as a first generation heterosexual latino male, I strongly believe and feel that there is an unspoken responsiblity where if you find yourself in a position of power to advocate and empower those who are not or may not feel that sense of power or voice, whether it be in overt or covert ways.\""",identity_reflection
396,demonstrates empathy and sympathy during interactions,age
396,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
396,masks,disability
396,isolates or withdraws,neurodiversity
396,does not share pronouns unless asked,pronouns
230,experiences some racial or ethnic discrimination,race-ethnicity
230,experiences/observes no religious discrimination,religion
230,experiences/observes ableism,disability
230,experiences/observes no neurodiversity discrimination,neurodiversity
230,experiences/observes no gender discrimination,gender
230,experiences/observes no lgbtqia+ discrimination,lgbtqia
230,"food, music, sports",identity_affinities
230,has embarrassing experiences,disability
230,negative feelings,pronoun_feelings
206,crochet activities,identity_affinities
206,latinx/chicanx community,identity_affinities
206,queer spaces,identity_affinities
206,coffeeshops,identity_affinities
206,pronouns feel complicated,pronoun_feelings
206,hides lgbtqia+ identity as needed,lgbtqia
206,"thought \""by telling someone my preferred pronouns i run the risk of being misgendered and so sometimes i don't even want to share it\""",pronoun_feelings
206,feels spite,race-ethnicity
206,code-switches,class
206,feels pride,race-ethnicity
206,deals with ignorance and judgement about government assistance,class
206,hides whole self,class
206,isolates or withdraws,gender
206,gives up,gender
206,manages difficult situations,lgbtqia
206,hides whole self,lgbtqia
206,uses privacy at times (hides details to protect self),lgbtqia
206,avoids friction,lgbtqia
206,passes,race-ethnicity
206,uses privacy (hides details to protect self),class
206,ambivalent feelings,pronoun_feelings
206,adapts attitudes or behaviors to situation,lgbtqia
206,observes generational gap in understanding of the practice of pronouns,pronouns
206,considers pronoun use through lens of self and others,pronouns
206,pronouns feel anxiety-inducing,pronoun_feelings
206,avoids judgement,neurodiversity
206,controls impulses,neurodiversity
206,delegates time,neurodiversity
206,lies,neurodiversity
206,lies about abilities,neurodiversity
206,feels misgendering is disheartening,pronouns
206,experiences pronoun use as a struggle,pronouns
206,gives up on correcting pronouns,gender
206,amplifies identity or culture or heritage,race-ethnicity
206,experiences assumptive racism,race-ethnicity
206,pronouns feel ok online but awkward in person,pronoun_feelings
28,deals with misgendering,gender
28,finds they/them pronouns validating,gender
28,hates having to hide,gender
28,hides gender,gender
28,keeps loving relationships (partner and friends),gender
28,experiences people making wrong assumptions about pronouns based on appearance and voice,pronouns
28,experiences pronoun use as difficult or distressing,pronouns
28,"thought \""i never do it most of the time because you never know how people react\""",pronoun_feelings
28,I'm also bisexual and that comes with a host of disadvantages,identity_reflection
28,experiences misgendering,pronouns
28,quits job,neurodiversity
28,uses privacy (hides details or protects self),gender
28,pronouns feel unsafe at times,pronoun_feelings
28,leaves job (because berating and humiliation about disability),disability
28,considers safety when deciding to share pronouns,pronouns
28,changes voice or tone or manner of speaking,race-ethnicity
28,performs as more affluent,class
28,code-switches,race-ethnicity
28,experiences/observes class discrimination at school,class
28,experiences/observes no religious discrimination,religion
28,experiences/observes ableism,disability
28,experiences/observes neurodiversity discrimination,neurodiversity
28,assimilates into dominant culture,class
28,assimilates into dominant culture,race-ethnicity
28,hides whole self,gender
28,experiences/observes gender discrimination,gender
28,connects with peers,gender
28,deals with mean jokes or slurs,disability
28,hides language,race-ethnicity
28,fears,gender
28,avoids frictions,gender
28,feels left out,class
28,considers pronoun use through lens of self and others,pronouns
28,controls impressions using clothing or makeup,class
28,deals with nonbinary erasure,gender
386,deals with biphobia,lgbtqia
386,uses privacy at times (hides details to protect self),disability
386,uses privacy (hides details or protects self),gender
386,hides disability/struggles,disability
386,indifferent feelings,pronoun_feelings
386,uses self-confidence,class
386,connects with peers,class
386,experiences racial or ethnic discrimination at school,race-ethnicity
386,experiences/observes ableism,disability
386,assimilates into dominant culture,age
386,does not ask for help,disability
386,ignores people,race-ethnicity
386,hides whole self,religion
386,hides whole self,disability
386,hides whole self,neurodiversity
386,avoids frictions,neurodiversity
386,experiences/observes gender discrimination,gender
386,feels bothered when not taken seriously,lgbtqia
386,ignores race/ethnicity discrimination,race-ethnicity
386,avoids situations,disability
386,isolates or withdraws,disability
386,seeks safety,gender
386,deals with bullying,race-ethnicity
386,feels pride,class
386,uses privacy (hides details or protects self),neurodiversity
386,considers pronoun use through lens of self and others,pronouns
386,"believes assumptions are \""a reflection of them not me\""",race-ethnicity
386,uses privacy at times (hides details to protect self),religion
386,supresses feelings in front of others,neurodiversity
386,deals with unwanted advances,gender
386,experiences pronoun use as controversial with older generation,pronouns
386,shares own pronouns sometimes but not often,pronouns
386,"concerts, dinners, game nights, nature",identity_affinities
386,"\""I think there are aspects of identity that are difficult/impossible to control (like age, race, etc) and other aspects that are fully in our control (tomorrow I can decide that being a runner is part of my identity). It's nice to know that we can change these perceptions of ourselves through our identity.\""",identity_reflection
58,hides home life,class
58,protects privilege or wealth,class
58,masks,neurodiversity
58,pronouns feel normal or normalizing,pronoun_feelings
58,You have to pretend like there needs to be an exact reason and explanation and decision behind every aspect of your identity and that can be exhausting,identity_reflection
58,experiences/observes ableism,disability
58,assimilates into dominant culture,race-ethnicity
58,learns and empowers self,race-ethnicity
58,hides whole self,neurodiversity
58,avoids frictions,neurodiversity
58,experiences/observes gender discrimination,gender
58,passes,race-ethnicity
58,connects with peers,neurodiversity
58,uses privacy (hides details or protects self),neurodiversity
58,wears pronoun pin,pronouns
58,considers pronoun use through lens of self and others,pronouns
58,feels anger,gender
58,feels carefree when alone,neurodiversity
58,whitewashes self,race-ethnicity
58,downplays comfort,class
58,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
58,pronouns feel clarifying helpful useful,pronoun_feelings
58,does not cope,gender
58,observes people staring or doing double-takes at friends walking cane,disability
58,does not always correct people when misgendered if people seem to mean well and there is no further interaction,pronouns
58,experiences pronoun use as accepting,pronouns
58,seeks comfort and safety in-group,neurodiversity
58,feels both shame and luck,class
402,stays quiet,gender
402,positive feelings,pronoun_feelings
402,code-switches,race-ethnicity
402,assimilates into dominant culture,race-ethnicity
402,hides whole self,gender
402,experiences/observes gender discrimination,gender
402,experiences pronoun use as useful,pronouns
402,considers pronoun use through lens of self and others,pronouns
402,withholds thoughts and opinions because they are not valued,gender
402,does not mind sharing own pronouns,pronouns
402,believes its helpful to know pronouns,pronouns
406,positive feelings,pronoun_feelings
406,experiences/observes no racial or ethnic discrimination,race-ethnicity
406,experiences/observes no religious discrimination,religion
406,experiences/observes no ableism,disability
406,experiences/observes no neurodiversity discrimination,neurodiversity
406,experiences/observes no gender discrimination,gender
406,experiences/observes no lgbtqia+ discrimination,lgbtqia
406,experiences/observes no ageism,age
406,does not mind sharing own pronouns,pronouns
406,"Food, Music, Sports",identity_affinities
406,pronouns feel affirming or empowering,pronoun_feelings
236,positive feelings,pronoun_feelings
236,pronouns feel normal or normalizing,pronoun_feelings
236,uses self-confidence,age
236,uses self-confidence,class
236,connects with peers,race-ethnicity
236,experiences/observes no ableism,disability
236,resists pressures,class
236,learns and empowers self,race-ethnicity
236,sets boundaries,age
236,educates people,race-ethnicity
236,avoids frictions,religion
236,manages difficult situations,religion
236,learns and empowers self,gender
236,rejects stereotypes,gender
236,experiences/observes no lgbtqia+ discrimination,lgbtqia
236,learns and empowers self,neurodiversity
236,self-reflects,neurodiversity
236,experiences religious impositions or pressures to conform,religion
236,experiences pronoun use as okay,pronouns
236,no longer hides,neurodiversity
236,no longer suffers,neurodiversity
236,cooks for self,gender
236,as a christian minority exits awkward or pushy situations,religion
236,sets boundaries,religion
236,does things for personal convenience,gender
236,"food, movies",identity_affinities
236,"\""Identity is rather developed based on experiences. I do not connect my identity to social, economic based traits, rather as a human and the nature and personality traits I developed over the years.\""",identity_reflection
236,centers skills and knowledge rather than class,class
236,experiences or expresses distress related to religion,religion
236,stays in-group,race-ethnicity
312,observes assumptions of wealth/comfort,class
312,assimilates into dominant culture,race-ethnicity
312,hides whole self,religion
312,experiences/observes gender discrimination,gender
312,observes age discrimination at work,age
312,pronouns feel anxiety-inducing,pronoun_feelings
312,uses privacy at times (hides details to protect self),religion
312,waits until marriage to have sex,religion
312,"regrets being steered away from computer science \""because no one in the room looked like me\""",gender
312,experiences pronoun use as pretty neutral,pronouns
312,"thought \""anxious that someone is going to be riled up\""",pronoun_feelings
312,deals with sexist stem culture or other male-dominated field,gender
312,negative feelings,pronoun_feelings
312,changes name or uses nickname,race-ethnicity
138,positive feelings,pronoun_feelings
138,uses privacy at times (hides details to protect self),race-ethnicity
138,changes voice or tone or manner of speaking,class
138,"\""Identity is like a puzzle made of both strength and sensitivity, shaping who we are. It's a mix of feeling powerful and exposed, forming our unique selves.\""",identity_reflection
138,changes voice or tone or manner of speaking,race-ethnicity
138,connects with peers,race-ethnicity
138,seeks in-group experiences and relationships,class
138,supports inclusivity,disability
138,experiences/observes no neurodiversity discrimination,neurodiversity
138,assimilates into dominant culture,class
138,assimilates into dominant culture,race-ethnicity
138,hides whole self,race-ethnicity
138,educates people,religion
138,experiences/observes no gender discrimination,gender
138,seeks support,race-ethnicity
138,seeks support,religion
138,pronouns feel like a way to understand and connect,pronoun_feelings
138,experiences pronoun use as positive,pronouns
138,uses privacy at times (hides details to protect self),religion
138,educates others about hinduism,religion
138,considers pronoun use through lens of self,pronouns
138,changes name or uses nickname,race-ethnicity
409,positive feelings,pronoun_feelings
409,assists the victim,gender
409,manages overt and covert racism,race-ethnicity
409,masks,neurodiversity
409,observes sibling ask for help,disability
409,observes sibling withdraw or isolate,disability
409,disassociates or disengages,gender
409,Black Americans,identity_affinities
409,"\""I'm biased, I believe anyone who sits at the intersection of multiple identities has the most in-depth insight. This is why intersectionality is important. Sites like TikTok, YouTube, and other social media platforms have provided the most understanding and information into how people from different groups feel, live, and experience society. It's made it easier for younger generations to innately understand the differences in their privilege, including myself\"", \""How granular were we able to get with our identities before social media?\""",identity_reflection
409,pronouns feel supportive for others,pronoun_feelings
409,controls impressions through grooming or personal hygiene,race-ethnicity
409,controls impressions using clothing or makeup,race-ethnicity
409,shares pronouns online,pronouns
409,code-switches,class
409,experiences racial or ethnic discrimination at work,race-ethnicity
409,experiences racial or ethnic discrimination at school,race-ethnicity
409,experiences racial or ethnic discrimination at church,race-ethnicity
409,experiences racial or ethnic discrimination in retail,race-ethnicity
409,"experiences discrimination \""from other christians if i am not overtly religious or if i am not discriminatory toward other groups\""",religion
409,experiences/observes ableism,disability
409,cares,disability
409,hides whole self,age
409,assimilates into dominant culture,class
409,hides whole self,class
409,manages difficult situations,race-ethnicity
409,ignores people,race-ethnicity
409,avoids frictions,religion
409,resists problems,religion
409,confronts problems,religion
409,helps people,disability
409,hides whole self,neurodiversity
409,isolates or withdraws,gender
409,experiences/observes gender discrimination,gender
409,confronts problems,gender
409,manages difficult situations,gender
409,educates people,gender
409,helps people,gender
409,recognizes privilege of heterosexuality and being cis-gendered,lgbtqia
409,avoids frictions,age
409,avoids frictions,race-ethnicity
409,lets things go,race-ethnicity
409,uses privacy (hides details to protect self),class
409,resents disadvantages,class
409,perpetrates prejudice or says things that are prejudiced against people in the lgbtqia+ community,lgbtqia
409,dreams,neurodiversity
409,reports discrimination,gender
409,lets things go,gender
409,quits,gender
409,seeks safety,gender
409,uses privacy (hides details or protects self),neurodiversity
409,overeats in overstimulating situs,neurodiversity
409,disassociates or disengages,race-ethnicity
409,benefits from privileges afforded to christians in the u.s,religion
409,corrects perpetrators or intervenes in discrimination,religion
409,feels prejudice from other christians at times,religion
409,shares own pronouns when asked,pronouns
409,isolates or withdraws,neurodiversity
409,considers pronoun use through lens of self,pronouns
409,avoids unwanted additional aggression,race-ethnicity
409,experiences or expresses distress related to religion,religion
409,hides age or birthday,age
409,corrects the perpetrator,gender
409,engages in maladaptive daydreaming,neurodiversity
409,exercises,neurodiversity
167,deals with misgendering,gender
167,feels medical trauma,disability
167,keeps log of symptoms,disability
167,does not correct pronouns,gender
167,"feels  that \""people might label me as a blue haired pronoun social justice warrior”",lgbtqia
167,has many identities,lgbtqia
167,presents as feminine so no problems,pronouns
167,online spaces,identity_affinities
167,"\""Doing this survey has made me realize what my identities look like on paper. I wonder what the person reading this will assume I look like and act like.\""",identity_reflection
167,hides lgbtqia+ identity as needed,lgbtqia
167,masks,neurodiversity
167,indifferent feelings,pronoun_feelings
167,pronouns feel fine,pronoun_feelings
167,experiences/observes ableism,disability
167,assimilates into dominant culture,age
167,assimilates into dominant culture,class
167,resists pressures,race-ethnicity
167,hides whole self,neurodiversity
167,avoids frictions,neurodiversity
167,changes behavior to fit in,age
167,educates people,gender
167,helps people,gender
167,manages difficult situations,lgbtqia
167,hides whole self,lgbtqia
167,uses privacy at times (hides details to protect self),lgbtqia
167,avoids friction,lgbtqia
167,avoids frictions,race-ethnicity
167,learns and empowers self,neurodiversity
167,connects with family,religion
167,wears pronoun pins,gender
167,adapts attitudes or behaviors to situation,lgbtqia
167,avoids frictions,gender
167,experiences age discrimination,age
167,uses privacy (hides details or protects self),neurodiversity
167,unlearns the masking,neurodiversity
167,experiences dismissive doctors,disability
167,experiences race/ethnicity policing,race-ethnicity
167,"deals with and resists pressures to \""act my race\""",race-ethnicity
167,presents best self,class
167,uses privacy at times (hides details to protect self),religion
167,controls impressions using clothing or makeup,class
167,acts agreeable,age
167,mirrors,neurodiversity
167,experiences pronoun use as not a problem,pronouns
167,considers pronoun use through lens of self,pronouns
18,exits the games,class
18,uses self-confidence,class
18,resists pressures,class
18,sets boundaries,class
18,disassociates or disengages,class
95,attempts to rationalize racist behavior,race-ethnicity
95,positive feelings,pronoun_feelings
95,uses privacy at times (hides details to protect self),race-ethnicity
95,masks,neurodiversity
95,"\""I feel I am all the good things I see in the society and also the bad, after all we are minute particles of the universe.\""",identity_reflection
95,observes people thinking pronouns are extra,pronouns
95,avoids discussing religion or religious topics,religion
95,overplans,neurodiversity
95,pushes through things,neurodiversity
95,shuts them up,gender
95,experiences pronoun use as good,pronouns
95,experiences/observes ableism,disability
95,feels for people being treated unfairly,disability
95,avoids overthinking,class
95,hides whole self,race-ethnicity
95,avoids frictions,religion
95,hides whole self,neurodiversity
95,avoids frictions,neurodiversity
95,confronts problems,gender
95,learns and empowers self,gender
95,resists pressures,gender
95,proves self through career,gender
95,"thinks \""that being a female is not a disadvantage but often society tells me otherwise\""",gender
95,uses privacy (hides details or protects self),neurodiversity
95,sets boundaries,class
95,considers pronoun use through lens of self and others,pronouns
95,disassociates or disengages,race-ethnicity
95,goes into shell,race-ethnicity
95,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
95,seeks comfort and safety in-group,neurodiversity
95,works harder or overcompensates,gender
93,does not deal with facades,class
93,uses self-confidence,class
93,pronouns feel fine,pronoun_feelings
93,seeks in-group experiences and relationships,class
93,experiences/observes no religious discrimination,religion
93,experiences/observes no ableism,disability
93,experiences/observes no neurodiversity discrimination,neurodiversity
93,ignores people,race-ethnicity
93,experiences/observes no gender discrimination,gender
93,practices authenticity,class
93,deals with racist jokes or slurs,race-ethnicity
93,sets boundaries,class
93,has no problem sharing own pronouns,pronouns
93,"thought \""i do not have a problem with what anyone believes because everyone has the right to believe what they want but i personally feel like there are only 2 genders\""",pronoun_feelings
93,"\""Embracing one's own identity is one of the most difficult parts of one's life. Many people spend a lifetime figuring out their identity.\""",identity_reflection
66,positive feelings,pronoun_feelings
66,uses privacy at times (hides details to protect self),race-ethnicity
66,uses privacy (hides details or protects self),gender
66,hides daca status,race-ethnicity
66,hides ethnicity,race-ethnicity
66,pronouns feel supportive for others,pronoun_feelings
66,avoids discussing religion or religious topics,religion
66,code-switches,race-ethnicity
66,keeps to self,neurodiversity
66,experiences microaggressions,neurodiversity
66,develops defense mechanisms that become second nature,gender
66,learns from young age to defend self from sexist and predatory behavior,gender
66,shares own pronouns to normalize practice and support identities,pronouns
66,deals with being perceived as antisocial,neurodiversity
66,"\""When I was younger I thought I had to choose between being one or the other. Now we see more a blend of what use to be conflicting identities and people embrace their roots more enthusiastically. I'm latina and Mexican American. I'm shaped by my experiences, my roots, my culture and by the life I want for myself.",identity_reflection
66,code-switches,class
66,connects with peers,religion
66,controls impressions through grooming or personal hygiene,class
66,assimilates into dominant culture,class
66,assimilates into dominant culture,race-ethnicity
66,hides whole self,religion
66,hides whole self,neurodiversity
66,avoids frictions,neurodiversity
66,experiences/observes gender discrimination,gender
66,passes,race-ethnicity
66,uses privacy (hides details to protect self),class
66,encourages and supports the practice of pronouns,pronouns
66,uses privacy (hides details or protects self),neurodiversity
66,experiences pronoun use as positive,pronouns
66,considers pronoun use through lens of self and others,pronouns
66,uses privacy at times (hides details to protect self),religion
66,pronouns feel clarifying helpful useful,pronoun_feelings
66,controls impressions using clothing or makeup,class
66,sets boundaries,gender
66,hides home life,race-ethnicity
36,positive feelings,pronoun_feelings
36,avoids discussing religion or religious topics,religion
36,experiences/observes no racial or ethnic discrimination,race-ethnicity
36,experiences/observes class discrimination at school,class
36,experiences/observes no ableism,disability
36,experiences/observes neurodiversity discrimination,neurodiversity
36,assimilates into dominant culture,class
